model,iter,Class,Precision,Recall,F1-score,Fold,Macro-F1,Model,Avg_MacroF1,Fold1,Fold2,Fold3,Fold4,Fold5,AUC,subject_id,y_true,y_pred,Feature Index,Mean |SHAP|
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,7161.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,84694.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29394.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28808.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,96833.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,42851.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,93277.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,64024.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,54897.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,51864.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29052.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,87506.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,47240.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29005.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,98871.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,71200.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,49023.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,24229.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,98220.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29688.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,46011.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,83724.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,49727.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,20235.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,9181.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,16320.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,2729.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28724.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,5410.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,53695.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,30950.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,21284.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,8109.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,72907.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,27189.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,2979.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,96364.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67856.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,77578.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,45083.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,14701.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,63672.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32112.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,93381.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,53119.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,51060.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,72647.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,41002.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,20832.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,90475.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,72592.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32789.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,69518.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,10416.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,51519.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,22821.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28599.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,82091.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,31310.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,11234.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,89577.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,17703.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,27126.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,21274.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,4529.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,13929.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,14885.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,61733.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,14016.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,56582.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,99521.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,62543.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,18357.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,55205.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,53600.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,54616.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,71534.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,80490.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32005.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,94293.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,47245.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,7755.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,81354.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,64520.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,60775.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,24692.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,10629.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,78867.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1269.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,89378.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,26887.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67803.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,15219.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,85490.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,46366.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29110.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,8965.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,61794.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32217.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,61149.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,89488.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29496.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28650.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67833.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1180.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,48837.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,9934.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29137.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,91960.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,94592.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,82490.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,8281.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,23799.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,20577.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,83728.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29379.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,82006.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,30431.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,56321.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,27089.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,20711.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,45961.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,30682.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,46223.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,45994.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,82881.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,27258.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,63921.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,61051.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,15186.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67922.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32768.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,84041.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,24742.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,88224.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,78204.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,11392.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,19427.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32106.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,62751.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,93601.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,69905.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,54689.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,22595.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,81215.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28802.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28159.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,90493.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,94075.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,86555.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,10712.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,57535.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,81425.0,1.0,2.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,77383.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,52136.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,47513.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,49340.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,19270.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,15571.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,89768.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,9968.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1900.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,95637.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,75894.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,30032.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67902.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,10726.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,423.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,93159.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,48697.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,46243.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,85131.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1470.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,73425.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,49144.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,70182.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,41.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,44166.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,76126.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,73090.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,81724.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,79466.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,44718.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,76857.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,13944.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1771.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,10954.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,3155.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,88523.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,70267.0,2.0,2.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67808.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,90898.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,93467.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,6776.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,16112.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,50822.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,17906.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,31004.0,0.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,54494.0,2.0,2.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,30647.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,52231.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,78229.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,52462.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,97907.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,66580.0,0.0,0.0,,
gru_multiclass,iter1,0,0.7348,0.1462,0.2439,,,,,,,,,,,,,,,
gru_multiclass,iter1,1,0.4039,0.1459,0.2144,,,,,,,,,,,,,,,
gru_multiclass,iter1,2,0.1212,0.8799,0.2131,,,,,,,,,,,,,,,
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 1 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[2 0 1],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[2 1 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 0 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 1 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 2 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 2 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 2 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[2 1 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 2 1],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 2 1],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 2 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 1 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 1 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[0 1 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[2 1 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 2 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 0 2],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[2 1 0],0.004026
stacker_shap_top_features_iter1_logisticregression.csv,iter1,,,,,,,,,,,,,,,,,,[1 2 0],0.004026
stacker_best_model_folds_iter1.csv,iter1,,,,,Fold-1,0.519,,,,,,,,,,,,,
stacker_best_model_folds_iter1.csv,iter1,,,,,Fold-2,0.5133,,,,,,,,,,,,,
stacker_best_model_folds_iter1.csv,iter1,,,,,Fold-3,0.5715,,,,,,,,,,,,,
stacker_best_model_folds_iter1.csv,iter1,,,,,Fold-4,0.5104,,,,,,,,,,,,,
stacker_best_model_folds_iter1.csv,iter1,,,,,Fold-5,0.5644,,,,,,,,,,,,,
stacker_multiclass_metrics_iter1_logisticregression.csv,iter1,0,0.7493,0.9161,0.8243,,,,,,,,,,,,,,,
stacker_multiclass_metrics_iter1_logisticregression.csv,iter1,1,0.6569,0.5678,0.6091,,,,,,,,,,,,,,,
stacker_multiclass_metrics_iter1_logisticregression.csv,iter1,2,0.4444,0.0741,0.127,,,,,,,,,,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,LogisticRegression,0.5357,0.519,0.5133,0.5715,0.5104,0.5644,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,RandomForest,0.4713,0.4881,0.4682,0.5165,0.4448,0.4388,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,XGBoost,0.5061,0.5164,0.4745,0.5308,0.5379,0.4707,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,LightGBM,0.5082,0.5211,0.4589,0.5314,0.5181,0.5116,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,CatBoost,0.4922,0.5166,0.4593,0.5127,0.4964,0.476,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,MLP,0.515,0.5382,0.5096,0.5082,0.5367,0.4822,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,SVM,0.5293,0.5333,0.4993,0.552,0.5094,0.5526,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,NaiveBayes,0.5181,0.4956,0.4998,0.5383,0.5031,0.5538,,,,,,
stacker_candidate_scores_iter1.csv,iter1,,,,,,,StackingCV,0.5326,0.5269,0.5211,0.5703,0.4945,0.55,,,,,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,21246.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,15877.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29668.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,14597.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,48174.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,24814.0,2.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,47803.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,91103.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,73756.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,50164.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,53152.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,86719.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,10425.0,2.0,2.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,28753.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,89528.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,50725.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,41016.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,56829.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,67651.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1232.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,23161.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,96017.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,11643.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29508.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,29846.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,79538.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,68251.0,1.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,77980.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,15545.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,84063.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,15206.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,61379.0,2.0,1.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,32438.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,1033.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,62833.0,1.0,2.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,30229.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,90032.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,59706.0,0.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,62646.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,84708.0,1.0,0.0,,
stacker_preds_iter1.csv,iter1,,,,,,,,,,,,,,,85195.0,0.0,0.0,,
